design,model_arm,transform,unit_key,mae_with,mae_transform,delta_mae,n_rows,system,publication_group,g19_metal_state,extractant_system_key,metal_state
V5,B6,WITHOUT,Eu(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,0.97576,2.56879,1.59303,16,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,pub_ad5a7268e5,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,
V5,B6,WITHOUT,Eu(III) x CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,1.65279,2.15788,0.505087,13,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,pub_e287124c22,Eu(III),CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,
V5,B6,WITHOUT,Eu(III) x CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,2.95857,2.62353,-0.335048,157,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,pub_2319535dff,Eu(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,
V5,B6,WITHOUT,Eu(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.01369,1.2668,0.253112,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,Eu(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V5,B6,WITHOUT,Gd(III) x CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.612074,0.566736,-0.0453375,15,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,pub_bdb1564c49,Gd(III),CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,
V5,B6,WITHOUT,Gd(III) x CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.475599,0.383074,-0.0925251,22,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,pub_19783c039b,Gd(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,
V5,B6,WITHOUT,Gd(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.783106,0.76435,-0.0187553,120,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,pub_37086f6378,Gd(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,
V5,B6,WITHOUT,Gd(III) x CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.538905,0.564065,0.0251605,16,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,pub_6a0ef8528c,Gd(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,
V5,B6,WITHOUT,Gd(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.09133,1.07564,-0.0156935,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,Gd(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V5,B6,WITHOUT,Ho(III) x CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.591455,0.570947,-0.0205081,21,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,pub_19783c039b,Ho(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,
V5,B6,WITHOUT,Ho(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.731355,0.662731,-0.0686245,82,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,pub_37086f6378,Ho(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,
V5,B6,WITHOUT,Ho(III) x CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.492426,0.484295,-0.0081307,16,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,pub_6a0ef8528c,Ho(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,
V5,B6,WITHOUT,Ho(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.28344,1.25139,-0.0320453,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,Ho(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V5,B6,WITHOUT,La(III) x CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.335263,0.292416,-0.0428468,22,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,pub_19783c039b,La(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,
V5,B6,WITHOUT,La(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.708956,0.743714,0.0347584,88,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,pub_37086f6378,La(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,
V5,B6,WITHOUT,La(III) x CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.22004,0.187813,-0.0322267,16,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,pub_6a0ef8528c,La(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,
V5,B6,WITHOUT,La(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.14413,1.12764,-0.0164815,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,La(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V5,B6,WITHOUT,Lu(III) x CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.506384,0.479782,-0.0266019,22,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,pub_19783c039b,Lu(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,
V5,B6,WITHOUT,Lu(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.776514,0.773231,-0.00328387,90,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,pub_37086f6378,Lu(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,
V5,B6,WITHOUT,Lu(III) x CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.566957,0.874806,0.30785,16,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,pub_6a0ef8528c,Lu(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,
V5,B6,WITHOUT,Lu(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.49604,1.45269,-0.0433512,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,Lu(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V5,B6,WITHOUT,Nd(III) x CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.00966,1.05401,0.044355,12,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,pub_d59c40b453,Nd(III),CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,
V5,B6,WITHOUT,Nd(III) x CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.449436,0.418586,-0.0308497,14,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,pub_bdb1564c49,Nd(III),CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,
V5,B6,WITHOUT,Sm(III) x CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.498141,0.472207,-0.0259331,15,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,pub_bdb1564c49,Sm(III),CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,
V5,B6,WITHOUT,Sm(III) x CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.564345,0.506054,-0.0582917,22,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,pub_19783c039b,Sm(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,
V5,B6,WITHOUT,Sm(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.643918,0.616368,-0.0275505,70,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,pub_b0b3296ec5,Sm(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,
V5,B6,WITHOUT,Sm(III) x CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.531327,0.581391,0.0500647,16,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,pub_6a0ef8528c,Sm(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,
V5,B6,WITHOUT,Sm(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.08843,1.08283,-0.00559396,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,Sm(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V5,B6,WITHOUT,Tb(III) x CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.421362,0.426776,0.00541441,21,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,pub_19783c039b,Tb(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,
V5,B6,WITHOUT,Tb(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.75278,0.781624,0.0288445,87,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,pub_37086f6378,Tb(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,
V5,B6,WITHOUT,Tb(III) x CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.557634,0.619681,0.0620471,16,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,pub_6a0ef8528c,Tb(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,
V5,B6,WITHOUT,Tb(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.14856,1.14498,-0.00357787,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,Tb(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V5,B6,WITHOUT,Tm(III) x CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.451741,0.479249,0.0275075,19,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,pub_19783c039b,Tm(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,
V5,B6,WITHOUT,Tm(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.669763,0.665852,-0.00391063,76,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,pub_37086f6378,Tm(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,
V5,B6,WITHOUT,Tm(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.35627,1.38247,0.0261987,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,Tm(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V5,B6,WITHOUT,Yb(III) x CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.59239,0.65514,0.0627501,15,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,pub_bdb1564c49,Yb(III),CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,
V5,B6,WITHOUT,Yb(III) x CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.433095,0.480404,0.047309,21,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,pub_19783c039b,Yb(III),CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,
V5,B6,WITHOUT,Yb(III) x CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.64635,0.632456,-0.0138937,69,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,pub_b0b3296ec5,Yb(III),CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,
V5,B6,WITHOUT,Yb(III) x CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.477427,0.496174,0.0187475,16,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,pub_6a0ef8528c,Yb(III),CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,
V5,B6,WITHOUT,Yb(III) x CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1.43379,1.42644,-0.00734467,10,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,pub_8415538291,Yb(III),CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,
V2,B5,ACT_PERMUTED,Ce(III),0.295835,0.299392,0.00355651,293,,,,,Ce(III)
V2,B5,ACT_PERMUTED,Gd(III),0.226912,0.288525,0.0616136,375,,,,,Gd(III)
V2,B5,ACT_PERMUTED,Ho(III),0.233136,0.259028,0.0258918,264,,,,,Ho(III)
V2,B5,ACT_PERMUTED,Lu(III),0.275821,0.315359,0.0395383,247,,,,,Lu(III)
V2,B5,ACT_PERMUTED,Nd(III),0.566906,0.536417,-0.0304886,189,,,,,Nd(III)
V2,B5,ACT_PERMUTED,Pr(III),0.648321,0.648929,0.000608474,166,,,,,Pr(III)
V2,B5,ACT_PERMUTED,Tb(III),0.283374,0.295728,0.0123541,269,,,,,Tb(III)
V2,B5,WITHOUT,Ce(III),0.295835,0.261209,-0.0346261,293,,,,,Ce(III)
V2,B5,WITHOUT,Gd(III),0.226912,0.233995,0.00708317,375,,,,,Gd(III)
V2,B5,WITHOUT,Ho(III),0.233136,0.223849,-0.00928676,264,,,,,Ho(III)
V2,B5,WITHOUT,Lu(III),0.275821,0.239223,-0.0365982,247,,,,,Lu(III)
V2,B5,WITHOUT,Nd(III),0.566906,0.437904,-0.129001,189,,,,,Nd(III)
V2,B5,WITHOUT,Pr(III),0.648321,0.662288,0.0139668,166,,,,,Pr(III)
V2,B5,WITHOUT,Tb(III),0.283374,0.286927,0.00355275,269,,,,,Tb(III)
V2,B6,ACT_PERMUTED,Ce(III),0.620314,0.61966,-0.000654511,293,,,,,Ce(III)
V2,B6,ACT_PERMUTED,Gd(III),0.675623,0.772514,0.0968915,375,,,,,Gd(III)
V2,B6,ACT_PERMUTED,Ho(III),0.691718,0.803056,0.111337,264,,,,,Ho(III)
V2,B6,ACT_PERMUTED,Lu(III),0.729228,0.750995,0.0217666,247,,,,,Lu(III)
V2,B6,ACT_PERMUTED,Nd(III),0.862032,1.08531,0.223281,189,,,,,Nd(III)
V2,B6,ACT_PERMUTED,Pr(III),0.781035,0.8605,0.0794653,166,,,,,Pr(III)
V2,B6,ACT_PERMUTED,Tb(III),0.777611,0.816154,0.0385436,269,,,,,Tb(III)
V2,B6,WITHOUT,Ce(III),0.620314,0.706475,0.0861606,293,,,,,Ce(III)
V2,B6,WITHOUT,Gd(III),0.675623,0.632661,-0.0429614,375,,,,,Gd(III)
V2,B6,WITHOUT,Ho(III),0.691718,0.677606,-0.0141121,264,,,,,Ho(III)
V2,B6,WITHOUT,Lu(III),0.729228,0.709204,-0.0200244,247,,,,,Lu(III)
V2,B6,WITHOUT,Nd(III),0.862032,0.671646,-0.190386,189,,,,,Nd(III)
V2,B6,WITHOUT,Pr(III),0.781035,0.806141,0.0251061,166,,,,,Pr(III)
V2,B6,WITHOUT,Tb(III),0.777611,0.89678,0.119169,269,,,,,Tb(III)
V1,B5,ACT_PERMUTED,REMAINDER,1.04005,1.01383,-0.0262164,159,,REMAINDER,,,
V1,B5,ACT_PERMUTED,pub_0884e38fbe,1.52595,1.869,0.343055,12,,pub_0884e38fbe,,,
V1,B5,ACT_PERMUTED,pub_0a8da089ad,0.797801,0.736437,-0.0613633,132,,pub_0a8da089ad,,,
V1,B5,ACT_PERMUTED,pub_0af6736cb1,0.66765,0.720688,0.0530374,254,,pub_0af6736cb1,,,
V1,B5,ACT_PERMUTED,pub_0d412f4721,0.646177,0.99078,0.344603,5,,pub_0d412f4721,,,
V1,B5,ACT_PERMUTED,pub_19783c039b,0.58969,0.62787,0.0381791,204,,pub_19783c039b,,,
V1,B5,ACT_PERMUTED,pub_1bd76c48d9,1.31112,1.21188,-0.0992396,54,,pub_1bd76c48d9,,,
V1,B5,ACT_PERMUTED,pub_2319535dff,0.892342,0.888162,-0.00417984,141,,pub_2319535dff,,,
V1,B5,ACT_PERMUTED,pub_2c76a46f18,0.987389,0.865956,-0.121433,10,,pub_2c76a46f18,,,
V1,B5,ACT_PERMUTED,pub_2e9f2dbea9,0.556226,0.721181,0.164954,35,,pub_2e9f2dbea9,,,
V1,B5,ACT_PERMUTED,pub_37086f6378,0.974722,1.10648,0.131762,362,,pub_37086f6378,,,
V1,B5,ACT_PERMUTED,pub_3f3b6220e0,0.270802,0.373819,0.103016,56,,pub_3f3b6220e0,,,
V1,B5,ACT_PERMUTED,pub_4cba27f5f3,0.962998,0.903681,-0.0593174,206,,pub_4cba27f5f3,,,
V1,B5,ACT_PERMUTED,pub_5472c4b438,1.68521,1.62653,-0.0586827,95,,pub_5472c4b438,,,
V1,B5,ACT_PERMUTED,pub_6b0ea2ccc9,1.61211,1.41026,-0.201852,21,,pub_6b0ea2ccc9,,,
V1,B5,ACT_PERMUTED,pub_74428aeab2,1.757,1.78431,0.0273095,26,,pub_74428aeab2,,,
V1,B5,ACT_PERMUTED,pub_8415538291,1.38455,1.46686,0.0823151,120,,pub_8415538291,,,
V1,B5,ACT_PERMUTED,pub_8dafaf94bc,0.792382,0.78761,-0.00477206,63,,pub_8dafaf94bc,,,
V1,B5,ACT_PERMUTED,pub_917a4583d4,0.611103,0.544101,-0.0670026,27,,pub_917a4583d4,,,
V1,B5,ACT_PERMUTED,pub_a9266a9412,0.804032,0.892957,0.0889241,32,,pub_a9266a9412,,,
V1,B5,ACT_PERMUTED,pub_ad5a7268e5,1.5012,1.54537,0.0441709,28,,pub_ad5a7268e5,,,
V1,B5,ACT_PERMUTED,pub_b0b3296ec5,2.00945,1.93928,-0.0701715,228,,pub_b0b3296ec5,,,
V1,B5,ACT_PERMUTED,pub_cdc2243314,0.460254,0.706702,0.246447,47,,pub_cdc2243314,,,
V1,B5,ACT_PERMUTED,pub_e287124c22,1.58791,1.67585,0.0879458,509,,pub_e287124c22,,,
V1,B5,ACT_PERMUTED,pub_f5d1922154,0.725631,0.773287,0.0476557,25,,pub_f5d1922154,,,
V1,B5,WITHOUT,REMAINDER,1.04005,0.977424,-0.0626246,159,,REMAINDER,,,
V1,B5,WITHOUT,pub_0884e38fbe,1.52595,1.51753,-0.00841376,12,,pub_0884e38fbe,,,
V1,B5,WITHOUT,pub_0a8da089ad,0.797801,0.938613,0.140812,132,,pub_0a8da089ad,,,
V1,B5,WITHOUT,pub_0af6736cb1,0.66765,0.660702,-0.00694792,254,,pub_0af6736cb1,,,
V1,B5,WITHOUT,pub_0d412f4721,0.646177,0.774052,0.127876,5,,pub_0d412f4721,,,
V1,B5,WITHOUT,pub_19783c039b,0.58969,0.596322,0.0066313,204,,pub_19783c039b,,,
V1,B5,WITHOUT,pub_1bd76c48d9,1.31112,0.982656,-0.328468,54,,pub_1bd76c48d9,,,
V1,B5,WITHOUT,pub_2319535dff,0.892342,0.827859,-0.0644833,141,,pub_2319535dff,,,
V1,B5,WITHOUT,pub_2c76a46f18,0.987389,0.831001,-0.156388,10,,pub_2c76a46f18,,,
V1,B5,WITHOUT,pub_2e9f2dbea9,0.556226,0.826666,0.27044,35,,pub_2e9f2dbea9,,,
V1,B5,WITHOUT,pub_37086f6378,0.974722,1.10002,0.125293,362,,pub_37086f6378,,,
V1,B5,WITHOUT,pub_3f3b6220e0,0.270802,0.403925,0.133123,56,,pub_3f3b6220e0,,,
V1,B5,WITHOUT,pub_4cba27f5f3,0.962998,0.959747,-0.0032513,206,,pub_4cba27f5f3,,,
V1,B5,WITHOUT,pub_5472c4b438,1.68521,1.12512,-0.560096,95,,pub_5472c4b438,,,
V1,B5,WITHOUT,pub_6b0ea2ccc9,1.61211,1.40971,-0.202408,21,,pub_6b0ea2ccc9,,,
V1,B5,WITHOUT,pub_74428aeab2,1.757,1.96532,0.208324,26,,pub_74428aeab2,,,
V1,B5,WITHOUT,pub_8415538291,1.38455,1.35127,-0.0332719,120,,pub_8415538291,,,
V1,B5,WITHOUT,pub_8dafaf94bc,0.792382,0.895941,0.103559,63,,pub_8dafaf94bc,,,
V1,B5,WITHOUT,pub_917a4583d4,0.611103,0.645643,0.0345396,27,,pub_917a4583d4,,,
V1,B5,WITHOUT,pub_a9266a9412,0.804032,0.834223,0.0301903,32,,pub_a9266a9412,,,
V1,B5,WITHOUT,pub_ad5a7268e5,1.5012,1.51612,0.0149256,28,,pub_ad5a7268e5,,,
V1,B5,WITHOUT,pub_b0b3296ec5,2.00945,2.07813,0.068679,228,,pub_b0b3296ec5,,,
V1,B5,WITHOUT,pub_cdc2243314,0.460254,0.557801,0.0975469,47,,pub_cdc2243314,,,
V1,B5,WITHOUT,pub_e287124c22,1.58791,1.77483,0.186924,509,,pub_e287124c22,,,
V1,B5,WITHOUT,pub_f5d1922154,0.725631,0.738858,0.0132265,25,,pub_f5d1922154,,,
V1,B6,ACT_PERMUTED,REMAINDER,3.00334,3.12585,0.122513,159,,REMAINDER,,,
V1,B6,ACT_PERMUTED,pub_0884e38fbe,2.00547,1.79129,-0.214183,12,,pub_0884e38fbe,,,
V1,B6,ACT_PERMUTED,pub_0a8da089ad,0.647646,0.682244,0.0345982,132,,pub_0a8da089ad,,,
V1,B6,ACT_PERMUTED,pub_0af6736cb1,1.03158,1.03724,0.00566054,254,,pub_0af6736cb1,,,
V1,B6,ACT_PERMUTED,pub_0d412f4721,1.34708,1.47747,0.130387,5,,pub_0d412f4721,,,
V1,B6,ACT_PERMUTED,pub_19783c039b,0.773911,0.840848,0.0669377,204,,pub_19783c039b,,,
V1,B6,ACT_PERMUTED,pub_1bd76c48d9,1.07513,0.786312,-0.288815,54,,pub_1bd76c48d9,,,
V1,B6,ACT_PERMUTED,pub_2319535dff,2.89186,2.35751,-0.534354,141,,pub_2319535dff,,,
V1,B6,ACT_PERMUTED,pub_2c76a46f18,1.03338,1.0895,0.0561222,10,,pub_2c76a46f18,,,
V1,B6,ACT_PERMUTED,pub_2e9f2dbea9,1.07482,1.24157,0.166749,35,,pub_2e9f2dbea9,,,
V1,B6,ACT_PERMUTED,pub_37086f6378,1.07712,1.17172,0.0946068,362,,pub_37086f6378,,,
V1,B6,ACT_PERMUTED,pub_3f3b6220e0,0.402613,0.736636,0.334022,56,,pub_3f3b6220e0,,,
V1,B6,ACT_PERMUTED,pub_4cba27f5f3,0.847207,0.902841,0.0556349,206,,pub_4cba27f5f3,,,
V1,B6,ACT_PERMUTED,pub_5472c4b438,1.04841,1.35595,0.307544,95,,pub_5472c4b438,,,
V1,B6,ACT_PERMUTED,pub_6b0ea2ccc9,0.943307,1.03568,0.0923776,21,,pub_6b0ea2ccc9,,,
V1,B6,ACT_PERMUTED,pub_74428aeab2,2.28628,2.59033,0.304054,26,,pub_74428aeab2,,,
V1,B6,ACT_PERMUTED,pub_8415538291,1.26422,1.33441,0.07019,120,,pub_8415538291,,,
V1,B6,ACT_PERMUTED,pub_8dafaf94bc,1.2787,1.14909,-0.129607,63,,pub_8dafaf94bc,,,
V1,B6,ACT_PERMUTED,pub_917a4583d4,0.69075,0.768564,0.0778136,27,,pub_917a4583d4,,,
V1,B6,ACT_PERMUTED,pub_a9266a9412,1.01367,1.07731,0.0636408,32,,pub_a9266a9412,,,
V1,B6,ACT_PERMUTED,pub_ad5a7268e5,1.48829,1.34865,-0.139644,28,,pub_ad5a7268e5,,,
V1,B6,ACT_PERMUTED,pub_b0b3296ec5,1.07012,1.08024,0.0101201,228,,pub_b0b3296ec5,,,
