extractant_system_key,system_label,system_family,mechanism,brief_expert,n_organic_extractants,n_model_rows,n_model_rows_known_state,n_metal_states,n_metal_states_ge5_rows,n_elements_any_state,n_ln_iii_states,n_actinide_rows,n_lanthanide_rows,n_publications,n_publication_groups_primary_source_doi,n_acids,acids,measured_in_one_publication_only,metal_states,has_name_structure_conflict,n_model_rows_acidic_coextractant_modifier,n_rows_other_systems_sharing_a_component,n_rows_other_systems_sharing_a_parent_structure,v3_eligible__rows20_states3_members1,v3_eligible__rows20_states3_members2,v3_eligible__rows20_states3_members3,v3_eligible__rows20_states5_members1,v3_eligible__rows20_states5_members2,v3_eligible__rows20_states5_members3,v3_eligible__rows50_states3_members1,v3_eligible__rows50_states3_members2,v3_eligible__rows50_states3_members3,v3_eligible__rows50_states5_members1,v3_eligible__rows50_states5_members2,v3_eligible__rows50_states5_members3,v3_eligible__rows100_states3_members1,v3_eligible__rows100_states3_members2,v3_eligible__rows100_states3_members3,v3_eligible__rows100_states5_members1,v3_eligible__rows100_states5_members2,v3_eligible__rows100_states5_members3,n_rows_known_state,n_condition_keys,n_condition_keys_with_ge2_metal_states,fraction_rows_in_shared_condition_groups,n_state_condition_keys_with_ge2_publications,n_condition_keys_nm,n_condition_keys_with_ge2_metal_states_nm,fraction_rows_in_shared_condition_groups_nm,n_state_condition_keys_with_ge2_publications_nm
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCOCCOCCO)CCOCCOCCO)N(CCOCCOCCO)CCOCCOCCO,TODGA|TWE-20,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,2,10,10,2,2,2,1,5,5,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,3414,3414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,5,5,1,0,5,5,1,0
CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,EsPyTri,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,10,10,2,2,2,1,5,5,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,5,5,1,0,5,5,1,0
CCCCCCOP(=O)(O)OCCCCCC,dihexyl hydrogen phosphate,phosphoric_acid,ACIDIC_CATION_EXCHANGE,E1_acidic_cation_exchange,1,10,10,10,0,10,10,0,10,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,1,1,1,0,1,1,1,0
CCCC(=O)N(CC(C)C)CC(C)C,DiBBA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,6,0,4,0,9,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Np(IV)|Np(VI)|Pu(IV)|Pu(VI),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,2,2,1,0,2,2,1,0
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,2-hexyl-N-N-dimethyl-N-N-dioctylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,9,0,9,9,0,9,1,1,1,HNO3,True,La(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,1,1,1,0,1,1,1,0
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,N-N-dimethyl-N-N-dioctylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,9,0,9,9,0,9,1,1,1,HNO3,True,La(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,N-N-N-N-tetraoctylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,9,0,9,9,0,9,1,1,1,HNO3,True,La(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,1,1,1,0,1,1,1,0
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,N-N-dihexyl-N-N-dimethylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,9,0,9,9,0,9,1,1,1,HNO3,True,La(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,1,1,1,0,1,1,1,0
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,N-N-N-N-tetrahexylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,9,0,9,9,0,9,1,1,1,HNO3,True,La(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,1,1,1,0,1,1,1,0
CCCCN(C)C(=O)CC(=O)N(C)CCCC,N-N-dibutyl-N-N-dimethylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,3,0,3,3,0,9,2,2,1,HNO3,False,La(III)|Nd(III)|Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,4,3,0.888889,0,4,3,0.888889,0
CCCCN(CCCC)C(=O)C(C)C,DBiBA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,6,0,4,0,9,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Np(IV)|Np(VI)|Pu(IV)|Pu(VI),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,2,2,1,0,2,2,1,0
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,N-N-N-N-tetrabutylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,9,9,9,0,9,9,0,9,1,1,1,HNO3,True,La(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,1,1,1,0,1,1,1,0
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,3-Me-N-DP(DOM)P|N-DPP,carboxylic_acid+n_heterocyclic,SYNERGISTIC,E5_synergistic,2,8,8,2,0,2,1,4,4,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,26,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,4,1,0,4,4,1,0
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,DIBDODGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,8,0,8,8,0,8,1,1,1,HNO3,True,La(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Dy(III)|Er(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,1,1,1,0,1,1,1,0
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,D2EHDODGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,8,0,8,8,0,8,1,1,1,HNO3,True,La(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Dy(III)|Er(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCOCCO)CCOCCO)N(CCOCCO)CCOCCO,TODGA|TWE-19,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,2,8,8,2,0,2,1,4,4,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,3416,3416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,4,1,0,4,4,1,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,T8-THP-CAM,polyamide_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,2,0,2,1,4,4,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,4,1,0,4,4,1,0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,T8-THP-TAM,sulfur_donor_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,2,0,2,1,4,4,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,4,1,0,4,4,1,0
CCCCCCN(CCCCCC)C(=O)C(C)C,DHiBA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,2,0,2,0,8,0,1,1,1,HNO3,True,U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,4,1,0,4,4,1,0
CCCCCCN(CCCCCC)C(=O)CCC,DHBA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,2,0,2,0,8,0,1,1,1,HNO3,True,U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,4,1,0,4,4,1,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,DHpipDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,1,1,1,1,0,8,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,DHmorDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,1,1,1,1,0,8,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
O=C(COCC(=O)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,TPhDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,8,8,3,0,3,0,8,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,8,0,0,0,8,0,0,0
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,2-[[2-[bis(carboxymethyl)amino]cyclohexyl]-(carboxymethyl)amino]acetic acid,aminopolycarboxylic_acid,UNKNOWN,none_unknown,1,8,8,8,0,8,8,0,8,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Dy(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,1,1,1,0,1,1,1,0
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,HEDTA,aminopolycarboxylic_acid,UNKNOWN,none_unknown,1,8,8,8,0,8,8,0,8,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Dy(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,1,1,1,0,1,1,1,0
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,C5-BPP,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,7,7,1,1,1,1,0,7,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CC(C)CN(CC(C)C)C(=O)C(C)C,DiBiBA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,7,7,4,0,4,0,7,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Np(IV)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,2,2,1,0,2,2,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,DMDOaDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,7,7,7,0,7,7,0,7,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Ho(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1,1,1,0,1,1,1,0
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,DPhen-PyranDGA,polyamide_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,2,0,2,1,3,3,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,3,1,0,3,3,1,0
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6-MH-C9-B8D(iB)CMPO,carbamoylmethylphosphine_oxide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,6,0,6,6,0,6,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,1,1,1,0,1,1,1,0
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,2-EH-C9-B8D(iB)CMPO,carbamoylmethylphosphine_oxide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,6,0,6,6,0,6,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,1,1,1,0,1,1,1,0
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,2-bromodecanoic acid|3-5-diMe-N-DPPz,carboxylic_acid+n_heterocyclic,SYNERGISTIC,E5_synergistic,2,6,6,2,0,2,1,3,3,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,36,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,3,1,0,3,3,1,0
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,2-bromodecanoic acid|3-Me-N-DPP,carboxylic_acid+n_heterocyclic,SYNERGISTIC,E5_synergistic,2,6,6,2,0,2,1,3,3,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,38,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,3,1,0,3,3,1,0
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,2-bromodecanoic acid|N-DPP,carboxylic_acid+n_heterocyclic,SYNERGISTIC,E5_synergistic,2,6,6,2,0,2,1,3,3,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,48,48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,3,1,0,3,3,1,0
CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,DO-PyranDGA,polyamide_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,2,0,2,1,3,3,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,3,1,0,3,3,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TOEE-BisDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,1,1,1,0,6,0,1,1,1,HNO3,True,Th(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)C(C)C)C(C)C,TOi-PE-BisDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,1,1,1,0,6,0,1,1,1,HNO3,True,Th(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TOE-BisDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,1,1,1,0,6,0,1,1,1,HNO3,True,Th(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,CHELI2,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,6,6,2,0,2,1,3,3,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,3,1,0,3,3,1,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,THEE-BisDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,1,1,1,0,6,0,1,1,1,HNO3,True,Th(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCCCC)CCCCCC)C(C)C)C(C)C,THi-PE-BisDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,1,1,1,0,6,0,1,1,1,HNO3,True,Th(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCN(CCCCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCCCC)CCCCCC,THE-BisDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,1,1,1,0,6,0,1,1,1,HNO3,True,Th(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,C6-PTA,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,6,6,1,1,1,1,0,6,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,N-N-dibutyl-2-(2-hexoxyethyl)-N-N-dimethylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,3,0,3,3,0,6,2,2,1,HNO3,False,La(III)|Nd(III)|Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,2,0.833333,0,3,2,0.833333,0
CCCCN(CCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCC)CCCC,TBE-BisDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,6,6,1,1,1,0,6,0,1,1,1,HNO3,True,Th(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,C4-PTA,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,6,6,1,1,1,1,0,6,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2-5-8-15-18-21-hexaoxatricyclo[20.4.0.09-14]hexacosane,crown_ether_calixarene,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,5,0,5,5,0,5,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Eu(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,1,1,0,1,1,1,0
C1COCCOCCOCCOCCOCCO1,1-4-7-10-13-16-hexaoxacyclooctadecane,crown_ether_calixarene,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,5,0,5,5,0,5,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Eu(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,1,1,0,1,1,1,0
CCCCCC(=O)N(C(C)CC)C(C)CC,DsBHA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,3,0,3,0,5,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,2,1,0,2,2,1,0
CCCCCCCCCC(=O)N(C)C,DMDA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,3,0,3,0,5,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,2,1,0,2,2,1,0
CCCCCCCCCC(=O)N(CC)CC,DEDA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,3,0,3,0,5,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,2,1,0,2,2,1,0
CCCCCCN(C=O)CCCCCC,DHFA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,3,0,3,0,5,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,2,1,0,2,2,1,0
CCCCN(CCCC)C(=O)CC,DBPA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,3,0,3,0,5,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,2,1,0,2,2,1,0
CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,N-N-N-N-tetrabutylbutanediamide,polyamide_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,5,0,5,5,0,5,1,1,1,HNO3,True,Nd(III)|Sm(III)|Eu(III)|Gd(III)|Dy(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,1,1,0,1,1,1,0
CCCCN(CCCC)C(C)=O,DBAA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,3,0,3,0,5,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,2,1,0,2,2,1,0
CCCN(CCC)C(=O)CC(=O)N(CCC)CCC,TPDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,1,1,1,0,5,0,1,1,1,HNO3,True,Am(III),True,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,3-10-13-16-23-pentaoxa-29-azatetracyclo[23.3.1.04-9.017-22]nonacosa-1(29)-4-6-8-17-19-21-25-27-nonaene,crown_ether_calixarene,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,5,0,5,5,0,5,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Eu(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,1,1,0,1,1,1,0
c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,2-5-8-15-18-21-hexaoxatricyclo[20.4.0.09-14]hexacosa-1(26)-9-11-13-22-24-hexaene,crown_ether_calixarene,NEUTRAL_SOLVATING,E2_neutral_solvating,1,5,5,5,0,5,5,0,5,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Eu(III)|Er(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,1,1,0,1,1,1,0
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,CyMe4-hemi-BTBP,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,12,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,TWE-2,polyamide_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,DEHAA|TODGA,diglycolamide+monoamide,MIXED_NEUTRAL,E2_neutral_solvating,2,4,4,1,0,1,1,0,4,1,1,1,HNO3,True,Nd(III),False,0,3447,3447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,NDMPIC,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,3-Me-N-DP(DOM)P,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,4,4,2,0,2,1,2,2,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,1,0,2,2,1,0
