symbol,oxidation_state,metal_state_label,category_state_key,row_origin,in_archive,state_plausible,hsab_class_basis,Z,Z_source,name,name_source,period,period_source,group,group_source,block,block_source,category,category_source,series,series_source,series_index,series_index_source,oxidation_state_source,formal_charge,formal_charge_source,species_form,species_form_source,species_charge,species_charge_source,effective_charge,effective_charge_source,f_electron_count,f_electron_count_source,d_electron_count,d_electron_count_source,electron_configuration,electron_configuration_source,radius_cn6_A,radius_cn6_A_source,radius_cn8_A,radius_cn8_A_source,radius_cn9_A,radius_cn9_A_source,electronegativity_pauling,electronegativity_pauling_source,hsab_class,hsab_class_source,polarizability_atom_au,polarizability_atom_au_source
Yb,,,,archive,True,,,70,definition: IUPAC atomic number,ytterbium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",13,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: the source table gives only a range (1.1-1.2); no single literature value,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Yb,3,Yb(III),lanthanide(III),archive+ln3_series,True,True,explicit,70,definition: IUPAC atomic number,ytterbium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",13,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",13,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f13,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.868,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",0.985,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.042,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",,NA_REASON: the source table gives only a range (1.1-1.2); no single literature value,hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14) ('lanthanides Ln3+')",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Lu,,,,archive,True,,,71,definition: IUPAC atomic number,lutetium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",14,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.27,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Lu,3,Lu(III),lanthanide(III),archive+ln3_series,True,True,explicit,71,definition: IUPAC atomic number,lutetium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",14,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",14,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f14,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.861,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",0.977,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.032,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.27,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14) ('lanthanides Ln3+')",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Hf,4,Hf(IV),transition_metal(IV),archive,True,True,analogy,72,definition: IUPAC atomic number,hafnium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,4,definition: IUPAC group 1-18,d,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),transition_metal,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",none,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",,NA_REASON: not a lanthanide or actinide,archive: dataset_all_metals master_clean metal_oxidation_state,4,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),4,definition: charge of the bare cation = oxidation state,4,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",14,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f14,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.71,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",0.83,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",,NA_REASON: Shannon (1976) does not tabulate Hf(IV) at CN=9,1.3,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,INFERRED by analogy within Pearson (1963) classes: group-4 M4+ like Zr4+,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Pb,,,,archive,True,,,82,definition: IUPAC atomic number,lead,definition: IUPAC English element name,6,definition: IUPAC periodic table row,14,definition: IUPAC group 1-18,p,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),post_transition_metal,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",none,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",,NA_REASON: not a lanthanide or actinide,NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,2.33,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14; NOTE: 2.33 is Allred's Pb(IV) value (Wikipedia 'Electronegativity'); the Pb(II) state row uses 1.87",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Pb,2,Pb(II),post_transition_metal(II),archive,True,True,explicit,82,definition: IUPAC atomic number,lead,definition: IUPAC English element name,6,definition: IUPAC periodic table row,14,definition: IUPAC group 1-18,p,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),post_transition_metal,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",none,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",,NA_REASON: not a lanthanide or actinide,archive: dataset_all_metals master_clean metal_oxidation_state,2,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),2,definition: charge of the bare cation = oxidation state,2,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",14,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",10,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f14 5d10 6s2,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",1.19,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1.29,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.35,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.87,"Allred, J. Inorg. Nucl. Chem. 17 (1961) 215, state-specific value as quoted by Wikipedia 'Electronegativity' (accessed 2026-09-15): the +2 state of lead is 1.87, the tabulated element value 2.33 is the +4 state",borderline,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14)",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Bi,,,,archive,True,,,83,definition: IUPAC atomic number,bismuth,definition: IUPAC English element name,6,definition: IUPAC periodic table row,15,definition: IUPAC group 1-18,p,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),post_transition_metal,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",none,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",,NA_REASON: not a lanthanide or actinide,NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,2.02,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Bi,3,Bi(III),post_transition_metal(III),archive,True,True,recalled,83,definition: IUPAC atomic number,bismuth,definition: IUPAC English element name,6,definition: IUPAC periodic table row,15,definition: IUPAC group 1-18,p,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),post_transition_metal,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",none,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",,NA_REASON: not a lanthanide or actinide,archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",14,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",10,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f14 5d10 6s2,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",1.03,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1.17,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",,NA_REASON: Shannon (1976) does not tabulate Bi(III) at CN=9,2.02,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",borderline,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, Table I (standard textbook list; not re-checked against the printed table in this build)",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Ac,3,Ac(III),actinide(III),an3_series,False,True,analogy,89,definition: IUPAC atomic number,actinium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",0,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),definition: trivalent series row (Ln(III) La-Lu / An(III) Ac-Cf),3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn],"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",1.12,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",,NA_REASON: Shannon (1976) does not tabulate Ac(III) at CN=8,,NA_REASON: Shannon (1976) does not tabulate Ac(III) at CN=9,1.1,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,INFERRED by analogy within Pearson (1963) classes: An3+ like Ln3+ (trivalent f-element cation),,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Th,,,,archive,True,,,90,definition: IUPAC atomic number,thorium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",1,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.3,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Th,4,Th(IV),actinide(IV),archive,True,True,explicit,90,definition: IUPAC atomic number,thorium,definition: IUPAC English element name,7,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),actinide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",An,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",1,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,4,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),4,definition: charge of the bare cation = oxidation state,4,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Rn],"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.94,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1.05,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.09,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.3,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14)",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
